filename	au-name	au-birth	au-death	title	au-gender	firsted-yr	printSource-yr	form	spelling	data-capture	token count	vols_count	size	bgrf	author_wikidata	author_MiMoText-ID	title_wikidata	title_MiMoText-ID	lang	publisher	distributor	distribution_date	copyright_status	digitalSource_Title	digitalSource_Ref	digitalSource_Publisher	digitalSource_Date	printSource_title	printSource_author	printSource_pubPlace	printSource_publisher	printSource_date	resp_datacapture	resp_encoding
Luchet_Vicomte	Jean-Pierre-Louis de Luchet	1740	1792	Le Vicomte de Barjac	M	1784	1784	heterodiegetic	modern	semi-automatic transcription	34149	1	short	84.39	Q1242530	Q633	Q123360238	Q2144	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Vicomte de Barjac ou Mémoires pour servir à l’histoire de ce siècle	https://fr.wikisource.org/wiki/Le_Vicomte_de_Barjac	Wikisource	2021	Le Vicomte de Barjac ou Mémoires pour servir à l'histoire de ce siècle	Jean-Pierre-Louis de Luchet	Dublin	Imprimerie de Wilson	1784	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Maistre_Voyage	Xavier de Maistre	1763	1852	Voyage autour de ma chambre	M	1794	1839	autodiegetic	modern	semi-automatic transcription	19704	1	short	94.8	Q2737006	Q648	Q10392559	Q1083	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Voyage autour de ma chambre	http://abu.cnam.fr/cgi-bin/go?chambre2	ABU: la Bibliothèque Universelle	2002	Voyage autour de ma chambre	Xavier de Maistre	unknown	unknown	1839	ABU: Julien Mannoni	Pia Geißel
Malarme_Rose	Charlotte de Bournon	1753	1842	Anna Rose-Tree	F	1783	1785	epistolary	historical	semi-automatic transcription	84739	1	medium	83.35	Q2961027	Q649	Q75936689	Q2098	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Anna Rose-Tree, histoire angloise	https://fr.wikisource.org/wiki/Anna_Rose-Tree	Wikisource	2018	Anna Rose-Tree	Charlotte de Bournon	Bruxelles, Paris	Veuve Duchesne	1785	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Marchadier_Isle	Abbé Marchadier	unknown	unknown	L'isle de France ou la nouvelle colonie de Vénus	M	1752	1753	heterodiegetic	historical	semi-automatic transcription	14712	1	short	52.32	0	Q655	Q123360241	Q1259	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L'Isle de France, ou la Nouvelle colonie de Vénus, précédée d'une épître                        à M*** servant de préface	https://gallica.bnf.fr/ark:/12148/bpt6k1510733f	Bibliothèque national de France	2016	L'isle de France ou la nouvelle colonie de Vénus	Abbé Marchadier	Amsterdam	Arkstée & Merkus	1753	BnF	Johanna Konstanciak
Marchand_Avis	Jean-Henri Marchand	unknown	1785	Les avis d'un père à son fils	M	1751	1751	autodiegetic	historical	semi-automatic transcription	19110	1	short	51.37	Q95343645	Q656	Q123255425	Q1233	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Avis D'Un Père À Son Fils	https://www.digitale-sammlungen.de/de/view/bsb10094142	Bayerische Staatsbibliothek	2009	Les avis d'un père à son fils	Jean-Henri Marchand	Amsterdam	unknown	1751	Münchener DigitalisierungsZentrum	Johanna Konstanciak
Marmontel_Belisaire	Jean-François Marmontel	1723	1799	Bélisaire	M	1767	1767	heterodiegetic	modern	semi-automatic transcription	44241	1	short	67.39	Q379923	Q661	Q110890409	Q1033	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Bélisaire	https://www.frantext.fr/	Frantext	unknown	Bélisaire	Jean-François Marmontel	Paris	Merlin	1767	frantext	Amelie Probst
Marmontel_Contes	Jean-François Marmontel	1723	1799	Contes moraux	M	1761	1829	heterodiegetic	modern	semi-automatic transcription	130240	3	long	61.12	Q379923	Q661	Q123001410	Q1426	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Contes moraux	https://www.frantext.fr/	Frantext	unknown	Contes moraux	Jean-François Marmontel	unknown	unknown	1829	frantext	Johanna Konstanciak
Marmontel_Dejeunes	Jean-François Marmontel	1723	1799	Les Déjeunés du village	M	1791	1791	heterodiegetic	historical	semi-automatic transcription	15408	1	short	91.35	Q379923	Q661	Q123360243	Q2441	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	"Les Déjeunés du village, ou les Aventures de l'innocence, par M.                        Marmontel, pour faire suite à ""La Veillée"" du même auteur"	http://gallica.bnf.fr/ark:/12148/bpt6k5842704q	Bibliothèque national de France	2010	"Les Déjeunés du village, ou les Aventures de l'innocence, par M.                        Marmontel, pour faire suite à ""La Veillée"" du même auteur"	Jean-François Marmontel	Liège	J. A. Latour	1791	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Marmontel_Incas	Jean-François Marmontel	1723	1799	Les Incas ou la destruction de l'empire du Pérou	M	1777	1777	heterodiegetic	modern	semi-automatic transcription	109928	2	long	77.50	Q379923	Q661	Q106889862	Q1048	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Incas ou la Destruction de l'Empire du Pérou	https://www.frantext.fr/	Frantext	unknown	Les Incas ou la destruction de l'empire du Pérou	Jean-François Marmontel	unknown	unknown	1777	frantext	Johanna Konstanciak
Maubert_Paisan	Jean Henri Maubert de Gouvest	1721	1767	L'illustre païsan ou mémoires et avantures de Daniel Moginié	M	1754	1761	autodiegetic	historical	semi-automatic transcription	55807	1	medium	54.28	Q1684896	Q673	Q123255427	Q1304	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	"L'illustre paisan, ou Mémoires et avantures de Daniel Moginié ,... où se                        trouvent plusieurs particularités anecdotes des dernières révolutions de la                        Perse et de l'Indostan, et du règne de Thamas-kouli-kan, écrit [""sic""]... à                        son frère François,... et publiés par M. Maubert"	https://gallica.bnf.fr/ark:/12148/bpt6k5737285g	Bibliothèque national de France	2009	L'illustre païsan ou mémoires et avantures de Daniel Moginié, natif du                        village de Chezales au canton de Berne, bailliage de Moudon, mort à Agra le                        22 de mai 1748, âgé de 39 ans; Om-rah de la I re classe. Commandant de la                        seconde garde mogole, grand portier du palais de l'empereur, et Gouverneur                        de Paln-geâb, où se trouvent plusieurs particularités, anecdotes des                        dernières révolutions de la Perse et de I'Indostan et du règne de                        Thamas-Kouli-Kan, écrit ct adressé par lui même à son frère François, son                        légataire.	Jean-Henri Maubert de Gouvest	Lausanne	aux dépens de la Compagnie	1761	gallica	Johanna Konstanciak
Merard_Bergeries	Anne-Jeanne-Félicité Mérard de Saint-Just	1765	1830	Bergeries et opuscules de Mlle d'Ormoy l'aînée	F	1784	1784	dialogue novel	historical	double keying	19894	1	short	84.43	Q42529211	Q734	Q123255428	Q1063	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Bergeries et opuscules de Mlle d'Ormoy l'aînée	https://gallica.bnf.fr/ark:/12148/bpt6k6496123v	Bibliothèque national de France	2013	Bergeries et opuscules de Mlle d'Ormoy l'aînée	Anne-Jeanne-Félicité Mérard de Saint-Just	Arcadie, Paris	Lamy	1784	"double keying by ""Jiangsu"", China"	Julia Dudar
Mercier_An	Louis-Sébastien Mercier	1740	1814	L'An deux mille quatre cent quarante	M	1771	1774	autodiegetic	modern	semi-automatic transcription	68158	1	medium	71.36	Q709670	Q685	Q82530	Q1039	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L’An deux mille quatre cent quarante rêve s’il en fut jamais	https://fr.wikisource.org/wiki/L%E2%80%99An_deux_mille_quatre_cent_quarante	Wikisource	2014	L'An deux mille quatre cent quarante, rêve s'il en fut jamais	Louis-Sébastien Mercier	Londres	unknown	1774	Wikisource contributors	Pia Geißel
Mercier_Jezennemours	Louis-Sébastien Mercier	1740	1814	Jezennemours	M	1776	1776	mixed	historical	semi-automatic transcription	78879	2	medium	76.36	Q709670	Q685	Q123255429	Q1047	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Jezennemours : roman dramatique	https://www.frantext.fr/	Frantext	unknown	Jezennemours : roman dramatique	Louis-Sébastien Mercier	unknown	unknown	1776	frantext	Johanna Konstanciak
Mercier_Songes	Louis-Sébastien Mercier	1740	1814	Songes philosophiques	M	1768	1768	autodiegetic	historical	semi-automatic transcription	64765	2	medium	68.42	Q709670	Q685	Q123255430	Q1656	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Songes philosophiques	http://gallica.bnf.fr/ark:/12148/bpt6k6365859h	Bibliothèque nationale de France	2012	Songes philosophiques	M. Mercier	Londres, Paris	Lejay	1768	TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL)	Johanna Konstanciak
Mirabeau_Conversion	Honoré-Gabriel Riqueti comte de Mirabeau	1749	1791	Ma Conversion ou le Libertin de qualité	M	1783	1801	autodiegetic	modern	semi-automatic transcription	39962	1	short	83.40	Q218747	Q694	Q122945076	Q1059	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Libertin de qualité, ou Ma Conversion. (1783) Nouvelle édition	https://fr.wikisource.org/wiki/Le_Libertin_de_qualit%C3%A9,_ou_Ma_Conversion	Wikisource	2020	Ma Conversion ou le Libertin de qualité	Honoré-Gabriel Riqueti de Mirabeau	Paris	unknown	1801	Wikisource contributors	Julia Dudar
Mirabeau_Rideau	Honoré-Gabriel Riqueti comte de Mirabeau	1749	1791	Le Rideau levé ou l'éducation de Laure	M	1786	1921	autodiegetic	modern	semi-automatic transcription	43539	1	short	86.51	Q218747	Q694	Q122945292	Q1069	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Rideau levé; ou l'Education de Laure	http://www.gutenberg.org/ebooks/26809	Projekt Gutenberg	2008	Le Rideau levé ou l'éducation de Laure	Honoré-Gabriel Riqueti de Mirabeau	Paris	unknown	1921	gutenberg contributors	Amelie Probst
Montdorge_Nadir	Antoine Gautier de Montdorge	1701	1768	Nadir, histoire orientale	M	1769	1769	heterodiegetic	historical	semi-automatic transcription	26460	1	short	69.36	Q2853979	Q394	Q123255431	Q1695	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Nadir, histoire orientale, roman moral et politique applicable aux                        moeurs du jour.	https://gallica.bnf.fr/ark:/12148/bpt6k5610544m	Bibliothèque national de France	2009	Nadir, histoire orientale, roman moral et politique applicable aux                        moeurs du jour	Antoine Gautier de Montdorge	La Haye	C. Lefebure	1769	gallica	Johanna Konstanciak
Montesquieu_Arsace	Montesquieu	1689	1755	Arsace et Isménie : histoire orientale	M	1755	1949	heterodiegetic	historical	semi-automatic transcription	14230	1	short	83.42	Q15975	Q708	Q19132875	Q1060	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Œuvres complètes, t. 1., Arsace et Isménie : histoire orientale	https://www.frantext.fr/	Frantext	unknown	Arsace et Isménie : histoire orientale	Charles-Louis de Secondat baron de La Brède et de Montesquieu	unknown	unknown	1949	frantext	Johanna Konstanciak
Moreau_Memoire	Jacob-Nicolas Moreau	1717	1803	Nouveau mémoire pour servir à l'histoire des Cacouacs	M	1757	1757	autodiegetic	modern	semi-automatic transcription	11815	1	short	57.10	Q3157507	Q714	Q15891964	Q1368	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Nouveau mémoire pour servir à l’histoire des Cacouacs	https://fr.wikisource.org/wiki/Nouveau_m%C3%A9moire_pour_servir_%C3%A0_l%E2%80%99histoire_des_Cacouacs	Wikisource	2014	Nouveau mémoire pour servir à l'histoire des Cacouacs	Jacob-Nicolas Moreau	Amsterdam	unknown	1757	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Morelly_Naufrage	Étienne-Gabriel Morelly	1717	1778	Naufrage des Iles Flottantes	M	1753	1753	heterodiegetic	historical	double keying	99913	2	medium	53.26	Q289139	Q718	Q56391765	Q1012	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Naufrage des isles flottantes, ou Basiliade du célèbre Pilpai.	https://gallica.bnf.fr/ark:/12148/bpt6k15151669, https://gallica.bnf.fr/ark:/12148/bpt6k15151684	Bibliothèque national de France	2017, 2017	Naufrage des isles flottantes, ou Basiliade du célèbre Pilpai	Étienne Gabriel Morelly	Messine	par une société de libraires	1753	"double keying by ""Jiangsu"", China"	Julia Dudar
Morliere_Royalisme	Charles Jacques Louis Auguste Rochette La Morlière	1719	1785	Le royalisme	M	1770	1770	heterodiegetic	historical	semi-automatic transcription	19402	1	short	70.56	Q3159898	Q524	Q123255432	Q1748	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le royalisme, ou mémoires de DuBarri de Saint Aunez et de Constance de                        Cézelli, sa femme	https://www.digitale-sammlungen.de/de/view/bsb10414089	Bayerische Staatsbibliothek	2009	Le royalisme, ou mémoires de Du Barri de Saint Aunez et de Constance de                        Cézelli, sa femme	M. DE L....	Paris	Valade	1770	Münchener Digitalisierungszentrum	Johanna Konstanciak
Mouhy_Opuscule	Charles de Fieux	1701	1784	Opuscule d'un célèbre auteur égyptien	M	1752	1752	mixed	historical	semi-automatic transcription	5316	1	short	52.35	Q2960572	Q721	Q123255433	Q1261	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Opuscule d'un célébre auteur egyptien . Contenant l'histoire d'Orphée,                        par laquelle on pourroit soupçonner qu'il est peu de femmes fideles	https://gallica.bnf.fr/ark:/12148/bpt6k9743521f	Bibliothèque national de France	2016	Opuscule d'un célèbre auteur égyptien, contenant l'histoire d'Orphée par                        laquelle on pourroit soupçonner qu'il est peu de femmes fidèles	Charles de Fieux chevalier de Mouhy	Londres	unknown	1752	gallica	Johanna Konstanciak
Nerciat_Aphrodites	André Robert de Nerciat	1739	1800	Les Aphrodites	M	1764	1864	dialogue novel	modern	semi-automatic transcription	111267	1	long	93.16	Q718081	Q740	Q3230640	Q1081	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Aphrodites ou Fragmens thali-priapiques, pour servir à l'histoire du                        plaisir	https://fr.wikisource.org/wiki/Les_Aphrodites	Wikisource	2019	Les Aphrodites ou Fragmens thali-priapiques, pour servir à l'histoire du                        plaisir	Robert-André Andréa de Nerciat	unknown	Briard (Poulet-Malassis)	1864	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Nerciat_Doctorat	André Robert de Nerciat	1739	1800	Le Doctorat impromptu	M	1788	1866	autodiegetic	modern	semi-automatic transcription	15512	1	short	88.94	Q718081	Q740	Q3222382	Q2319	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Doctorat impromptu	https://fr.wikisource.org/wiki/Le_Doctorat_impromptu	Wikisource	2022	Le Doctorat impromptu	André Robert de Nerciat	Londres	Auguste Poulet-Malassis	1866	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Nerciat_Etourdi	André Robert de Nerciat	1739	1800	L'Étourdi	M	1784	1784	autodiegetic	modern	semi-automatic transcription	45516	1	short	84.50	Q718081	Q740	Q122945396	Q1064	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L’Étourdi	https://fr.wikisource.org/wiki/L%E2%80%99%C3%89tourdi,_1784	Wikisource	2019	L'Étourdi	Anonyme, attribué à Donatien Alphonse François de Sade ou attribué à                        André-Robert Andréa de Nerciat ( ou attribué au chevalier de                        Neufville-Montador )	Lampsaque	unknown	1784	Wikisource contributors: Cunegonde1, Alexis Jazz, Sapcal22	Amelie Probst
Nerciat_Felicia	André Robert de Nerciat	1739	1800	Félicia ou mes Fredaines	M	1775	1778	autodiegetic	modern	semi-automatic transcription	100571	1	long	75.37	Q718081	Q740	Q20725904	Q1046	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Félicia ou Mes Fredaines	https://fr.wikisource.org/wiki/F%C3%A9licia	Wikisource	2016	Félicia ou Mes Fredaines	André-Robert Andréa de Nerciat	Paris	Bibliothèque des curieux	1778	Wikisource contributors	Julia Dudar
Nerciat_Monrose	André Robert de Nerciat	1739	1800	Monrose ou le Libertin par fatalité	M	1792	1871	autodiegetic	modern	semi-automatic transcription	163436	4	long	92.34	Q718081	Q740	Q122944932	Q2471	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Monrose ou le Libertin par fatalité	https://fr.wikisource.org/wiki/Monrose_ou_le_Libertin_par_fatalit%C3%A9	Wikisource	2019	Monrose ou le Libertin par fatalité	André Robert de Nerciat	Bruxelles	Lécrivain et Briard	1871	Wikisource contributors	Henning Gebhard, Johanna Konstanciak
Pertusier_Premiere	Charles Pertusier	1779	1836	Mes premières étourderies	M	1800	1800	epistolary	historical	semi-automatic transcription	51102	3	medium	00.117	Q49178006	Q768	Q123255435	Q1119	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Mes Premières Étourderies, Ou Quelques Chapitres De Ma Vie En Attendant                        Mieux.	https://www.digitale-sammlungen.de/de/view/bsb10923976, https://www.digitale-sammlungen.de/de/view/bsb10923977, https://www.digitale-sammlungen.de/de/view/bsb10923978	Bayerische Staatsbibliothek	2013, 2013, 2013	Mes premières étourderies, ou quelques chapitres de ma vie en attendant                        mieux.	Charles Pertusier	Paris	Marchand	1800	Münchener Digitalisierungszentrum	Johanna Konstanciak
PigaultLebrun_Adele	Pigault-Lebrun	1753	1835	Adèle et D'Abligny	M	1800	1800	heterodiegetic	historical	semi-automatic transcription	20215	1	short	00.119	Q3388279	Q777	Q123255436	Q1121	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Adéle et d'Abligny	https://www.digitale-sammlungen.de/de/view/bsb10095971	Bayerische Staatsbibliothek	2009	Adèle et D'Abligny, par Pigault-Lebrun	Pigault-Lebrun	Paris	Barba	1800	Münchener Digitalisierungszentrum	Johanna Konstanciak
PigaultLebrun_Enfant	Pigault-Lebrun	1753	1835	L'enfant du carnaval	M	1792	1792	autodiegetic	modern	semi-automatic transcription	106589	1	long	96.50	Q3388279	Q777	Q123255439	Q2549	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2022	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L'Enfant du carnaval	https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/736/	The Intertextual Hub	unknown	L'enfant du carnaval	Pigault-Lebrun	unknown	unknown	1792	Hub18thcFrench	Henning Gebhard, Johanna Konstanciak
PigaultLebrun_Kinglin	Pigault-Lebrun	1753	1835	Monsieur de Kinglin, ou la prescience	M	1800	1823	heterodiegetic	historical	semi-automatic transcription	21942	1	short	00.122	Q3388279	Q777	Q123255438	Q1125	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Oeuvres complètes de Pigault-Lebrun. Tome 5	https://gallica.bnf.fr/ark:/12148/bpt6k5406165h	Bibliothèque national de France	2008	Monsieur de Kinglin, ou la prescience.	Pigault-Lebrun	Paris	J.-N. Barba	1823	gallica	Johanna Konstanciak
PigaultLebrun_Metusko	Pigault-Lebrun	1753	1835	Métusko, ou les polonais	M	1800	1802	heterodiegetic	historical	semi-automatic transcription	19292	1	short	00.120	Q3388279	Q777	Q123255437	Q1123	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Métusko, ou Les Polonais; troisième nouvelle, par Pigault-Lebrun	https://www.google.de/books/edition/M%C3%A9tusko_ou_Les_Polonais_troisi%C3%A8me_nouv/Yk_ELfjh59IC	Google Books	2018	Métusko, ou les polonais	Charles Antoine Guillaume Pigault-Lebrun	Paris	Barba	1802	google	Johanna Konstanciak
Popeliniere_Daira	Alexandre Le Riche de La Poupelinière	1693	1762	Daïra. Histoire orientale	M	1760	1761	autodiegetic	historical	double keying	45355	2	short	60.21	Q2720200	Q526	Q123001191	Q1023	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Daïra, histoire orientale en quatre parties	https://gallica.bnf.fr/ark:/12148/bpt6k1056860f, https://gallica.bnf.fr/ark:/12148/bpt6k6347529d	Bibliothèque national de France	2014, 2012	Daïra, histoire orientale en quatre parties	Alexandre Jean Joseph Le Riche de La Popelinière	Paris	impr. de C.-F. Simon	1761	"double keying by ""Jiangsu"", China"	Julia Dudar
Prevost_Monde	Antoine François Prévost	1697	1763	Le monde moral,: ou mémoires pour servir à l'histoire du cœur humain	M	1760	1766	autodiegetic	modern	semi-automatic transcription	148061	1	long	60.28	Q311480	Q798	Q123255440	Q1413	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Monde moral ou Mémoires pour servir à l'histoire du cœur humain	https://www.frantext.fr/	Frantext	unknown	Le monde moral,: ou mémoires pour servir à l'histoire du cœur humain	Antoine François Prévost	unknown	unknown	1766	frantext	Johanna Konstanciak
Puget_Periphas	Puget de Saint-Pierre	unknown	unknown	Les aventures de Periphas, descendant de Cécrops	M	1761	1761	heterodiegetic	historical	double keying	64544	2	medium	61.17	0	Q799	Q123360246	Q1024	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les aventures de Periphas, descendant de Cécrops.	https://gallica.bnf.fr/ark:/12148/bpt6k821789, https://gallica.bnf.fr/ark:/12148/bpt6k82179n	Bibliothèque national de France	2007, 2007	Les aventures de Periphas, descendant de Cécrops	Puget de Saint-Pierre	Amsterdam, Paris	Dufour, Cuissart	1761	"double keying by ""Jiangsu"", China"	Julia Dudar
Puttelange_Roi	Jean Vesque de Puttelange	1760	1829	Le Roi Guiot	M	1791	1791	heterodiegetic	modern	semi-automatic transcription	25627	1	short	91.44	Q22020535	Q965	Q123360248	Q1080	fr	https://mimotext.uni-trier.de	https://github.com/MiMoText/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Roi Guiot, histoire nouvelle, etc.	https://books.google.de/books?id=8_peAAAAcAAJ	Google Books	2014	Le Roi Guiot, histoire nouvelle	Jean Vesque de Puttelange	unknown	unknown	1791	googlebooks	Amelie Probst
Quesne_Folies	Jacques Salbigoton Quesné	1778	1859	Les folies d'un conscrit	M	1800	1799	autodiegetic	historical	semi-automatic transcription	43994	2	short	00.127	Q3159956	Q804	Q123255441	Q1128	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2021	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Les Folies d'un conscrit, par J. S. Quesné.	https://gallica.bnf.fr/ark:/12148/bpt6k6139779v, https://gallica.bnf.fr/ark:/12148/bpt6k5620555p	Bibliothèque national de France	2010, 2009	Les folies d'un conscrit, par J.-S. Quesné	Jacques Salbigoton Quesné	Paris	Tigier	1799	gallica	Johanna Konstanciak
Retif_AntiJustine	Nicolas-Edme Rétif	1734	1806	L'Anti-Justine	M	1798	1798	autodiegetic	modern	semi-automatic transcription	57067	1	medium	98.84	Q732729	Q850	Q3202134	Q1093	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	L’Anti-Justine	https://fr.wikisource.org/wiki/L%E2%80%99Anti-Justine	Wikisource	2021	L'Anti-Justine	M. Linguet (Nicolas Edme Restif de La Bretonne)	Palais-Roial	Girouard	1798	Wikisource contributors	Pia Geißel
Retif_Paysan	Nicolas-Edme Rétif	1734	1806	Le Paysan perverti ou les Dangers de la ville	M	1776	1776	epistolary	modern	semi-automatic transcription	227447	4	long	76.44	Q732729	Q850	Q123255442	Q1918	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Le Paysan perverti ou les Dangers de la ville	https://www.frantext.fr/	Frantext	unknown	Le Paysan perverti ou les Dangers de la ville	Nicolas Rétif de la Bretonne	unknown	unknown	1776	frantext	Johanna Konstanciak
Retif_Paysanne	Nicolas-Edme Rétif	1734	1806	La paysanne pervertie ou Les dangers de la ville	M	1784	1784	epistolary	modern	semi-automatic transcription	199466	1	long	84.58	Q732729	Q850	Q123255443	Q1065	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	La paysanne pervertie ou Les dangers de la ville	https://www.ebooksgratuits.com/details.php?book=959	Ebooks Libres & Gratuits	2005	La paysanne pervertie ou Les dangers de la ville	Nicolas-Edme Rétif de la Bretonne	La Haie, Paris	Veuve Duchesne	1784	Ebooks libres et gratuits contributors	Pia Geißel
Retif_Sara	Nicolas-Edme Rétif	1734	1806	Histoire de Sara	M	1796	1883	mixed	modern	semi-automatic transcription	65630	1	medium	83.48	Q732729	Q850	Q3321423	Q2105	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	Monsieur Nicolas, t. 12., Histoire de Sara	https://www.frantext.fr/	Frantext	unknown	Histoire de Sara	Nicolas Rétif de la Bretonne	Paris	unknown	1883	frantext	Johanna Konstanciak
Retif_Vie	Nicolas-Edme Rétif	1734	1806	La Vie de mon père	M	1779	1983	heterodiegetic	modern	semi-automatic transcription	57823	1	medium	79.31	Q732729	Q850	Q3213622	Q2000	fr	https://mimotext.uni-trier.de	https://github.com/mimotext/roman18	2020	https://creativecommons.org/publicdomain/zero/1.0/deed.en	La Vie de mon père	https://www.frantext.fr/	Frantext	unknown	La Vie de mon père	Nicolas Rétif de la Bretonne	Paris	unknown	1983	frantext	Johanna Konstanciak
